ID_Intervention,Date,ID_Machine,Type_Panne,Duree_Arret_h,Technicien,Pieces_Changees
INT-03699,2024-09-14,CMP-006,Panne Mécanique,34.50,Sophie Bernard,"Câble 3G2.5, Roulement SKF 6205"
INT-03700,2024-01-31,CMP-010,Panne Hydraulique,24.00,Martin Dupont,"Câble 3G2.5, Courroie HTD 800-8M"
INT-03701,2024-09-25,MOT-007,Fuites,5.25,Pierre Rodriguez,-
INT-03702,2024-06-18,PMP-006,Fuite,12.25,Céline Lefebvre,"Disjoncteur C16, Electrovanne 5/2"
INT-03703,2024-09-08,PMP-003,Vibrations Anormales,3.50,Céline Lefebvre,Capteur inductif M12
INT-03704,2024-08-12,MOT-004,Défaut Lubrification,37.50,Thomas Laurent,"Variateur ATV320, Vérin pneumatique ISO 6432"
INT-03705,06.03.2024,PMP-009,Panne Pneumatique,23.50,Julie Moreau,"Câble 3G2.5, Joint torique NBR 40x3"
INT-03706,2024-02-02,PMP-001,Panne Électrique,38.25,I. Garcia,Aucune
INT-03707,2024-03-15,CNC-008,Panne Hydraulique,5.25,Isabelle Garcia,Filtre hydraulique HF35
INT-03708,2024-09-30,PMP-003,Panne Mécanique,28.00,Alexandre Petit,Capteur inductif M12
INT-03709,2024-04-03,CMP-002,Panne Mécanique,37.0.75,Céline Lefebvre,Roulement SKF 6205
INT-03710,2024-01-29,CVY-010,Panne Électrique,19.75,Alexandre Petit,Aucune
INT-03711,2024-07-06,CVY-009,Panne Pneumatique,37.75,Marie Simon,Electrovanne 5/2
INT-03712,2024-02-11,CMP-002,Panne Electrique,20:00,Pierre Rodriguez,"Filtre hydraulique HF35, Variateur ATV320"
INT-03713,2024-10-23,PMP-007,Panne Électrique,22.5,Thomas Laurent,Câble 3G2.5
INT-03714,2024-11-05,CNC-006,Panne Hydraulique,39.75,Alexandre Petit,Fusible 10A
INT-03715,2024-02-18,CMP-004,Vibrations Anormales,44.75,Isabelle Garcia,Joint torique NBR 40x3
INT-03716,2024-06-30,MOT-010,Panne Électrique,23.25,Sophie Bernard,Joint torique NBR 40x3
INT-03717,2024-09-22,MOT-008,Défaut Capteur,5.25,Martin Dupont,Courroie HTD 800-8M
INT-03718,2024-06-20,CVY-001,Panne Hydraulique,30.00,RODRIGUEZ,"Joint torique NBR 40x3, Roulement SKF 6205, Capteur inductif M12"
INT-03719,2024-06-20,CVY-001,Défaut Lubrification,37.50,Nicolas Michel,Courroie HTD 800-8M
INT-03720,2024-08-18,CNC-001,Vibration Anormale,10.25,T.Laurent,"Variateur ATV320, Filtre hydraulique HF35"
INT-03721,2024-10-17,PMP-003,Panne Électrique,43.75,Martin Dupont,Fusible 10A
INT-03722,2024-03-19,CVY-004,Def. Lubrification,3.25,Alexandre Petit,Electrovanne 5/2
INT-03723,2024-05-06,CNC-001,Usure Normale,9.75,Pierre Rodriguez,"Huile ISO VG 68, Contacteur LC1D09"
INT-03724,2024-01-31,CMP-002,surchauffe,28.25,Thomas Laurent,Huile ISO VG 68
INT-03725,2024-02-28,MOT-005,Surchauffe,25.00,Alexandre Petit,Vérin pneumatique ISO 6432
INT-03726,2024-12-19,CNC-006,Panne Électrique,29.00,Céline Lefebvre,Filtre hydraulique HF35
INT-03727,03-10-2024,MOT-009,Panne Mécanique,42.00,Martin Dupont,Electrovanne 5/2
INT-03728,2024-04-21,CMP-002,Défaut Capteur,3.00,Alexandre Petit,Capteur inductif M12
INT-03729,2024-02-24,CVY-006,Fuite,46 heures 45 min,Sophie Bernard,Disjoncteur C16
INT-03730,2024-08-20,PMP-004,Panne Hydraulique,30.25,Marie Simon,Variateur ATV320
INT-03731,2024-12-08,CVY-010,Panne Hydraulique,14.75,Céline Lefebvre,"Courroie HTD 800-8M, Relais temporisé"
INT-03732,2024-06-09,PMP-009,Défaut Capteur,29.0.50,Isabelle Garcia,"Contacteur LC1D09, Fusible 10A"
INT-03733,2024-03-21,CMP-005,Usure normale,33.0.25,Nicolas Michel,
INT-03734,2024-09-01,CMP-010,Fuite,5.50,Martin Dupont,Graisse lithium NLGI 2
INT-03735,2024-03-31,CNC-006,,34.0.50,Sophie Bernard,"Filtre hydraulique HF35, Contacteur LC1D09"
INT-03736,2024-07-12,MOT-003,Défaut Lubrification,23.75,Sophie Bernard,Electrovanne 5/2
INT-03737,2024-09-16,MOT-009,Panne Pneumatique,18.75,Céline Lefebvre,Fusible 10A - Relais temporisé - Joint torique NBR 40x3
INT-03738,2024-04-10,CMP-004,Panne Mécanique,41.25,A. PETIT,"Roulement SKF 6205, Capteur inductif M12"
INT-03739,2024-11-24,CNC-004,Usure Normale,39.00,Julie Moreau,Electrovanne 5/2
INT-03740,2024-02-06,CMP-006,Panne Hydraulique,30.50,Julie Moreau,"Filtre hydraulique HF35, Variateur ATV320, Fusible 10A"
INT-03741,2024-11-10,CVY-007,Fuites,31.50,Isabelle Garcia,"Roulement SKF 6205, Vérin pneumatique ISO 6432"
INT-03742,2024-10-02,CMP-006,Défaut Capteur,3.75,Thomas Laurent,
INT-03743,2024-06-25,CVY-001,Surchauffe,8.75,Julie Moreau,Variateur ATV320
INT-03744,2024-01-08,CVY-010,Panne Hydraulique,32.75,Julie Moreau,"Câble 3G2.5, Contacteur LC1D09, Electrovanne 5/2"
INT-03745,2024-12-26,CNC-004,Défaut Capteur,48.50,Nicolas Michel,"Fusible 10A, Relais temporisé"
INT-03746,2024-06-06,CMP-001,Vibrations Anormales,40.75,Julie Moreau,"Câble 3G2.5, Capteur inductif M12"
INT-03747,2024-09-02,CVY-008,Surchauffe,31.0.25,N.Michel,"Fusible 10A, Variateur ATV320"
INT-03748,2024-02-09,MOT-007,Panne Mecanique,9.00,Pierre Rodriguez,Electrovanne 5/2
INT-03749,2024-08-25,PMP-006,Usure Normale,27.75,Thomas Laurent,Fusible 10A
INT-03750,2024-09-01,CNC-010,Panne Pneumatique,47.00,Sophie Bernard,"Fusible 10A, Joint torique NBR 40x3, Câble 3G2.5"
INT-03751,2024-03-28,CNC-009,Défaut Capteur,9.75,I. Garcia,Electrovanne 5/2
INT-03752,2024-05-28,PMP-002,Panne Électrique,19.00,I. Garcia,Capteur inductif M12 - Câble 3G2.5
INT-03753,2024-03-23,CVY-002,Panne Pneumatique,10.00,Isabelle Garcia,Courroie HTD 800-8M
INT-03754,2024-12-05,CNC-009,Panne Mécanique,38.25,Céline Lefebvre,
INT-03755,2024-11-23,PMP-008,Panne Électrique,36.25,Pierre Rodriguez,"Disjoncteur C16, Câble 3G2.5"
INT-03756,2024-07-30,PMP-007,,0.75,Julie Moreau,Variateur ATV320
INT-03757,2024-07-04,CNC-003,Def. Lubrification,38.00,Alexandre Petit,"Filtre hydraulique HF35, Huile ISO VG 68"
INT-03758,2024-06-16,CNC-001,Fuite,3h30,Sophie Bernard,"Huile ISO VG 68, Joint torique NBR 40x3"
INT-03759,2024-01-31,MOT-005,Panne Mécanique,10.25,Céline Lefebvre,"Capteur inductif M12, Joint torique NBR 40x3"
INT-03760,2024-04-24,PMP-004,Fuite,36.50,I. Garcia,"Graisse lithium NLGI 2, Electrovanne 5/2"
INT-03761,2024-10-27,CNC-008,Fuite,40.25,Celine Lefebvre,N/A
INT-03762,2024-06-21,PMP-001,,26.25,A. PETIT,Joint torique NBR 40x3
INT-03763,09/10/2024,MOT-001,Panne Electrique,28.25,Pierre Rodriguez,Vérin pneumatique ISO 6432
INT-03764,2024-08-05,PMP-007,Défaut Capteur,17.5,RODRIGUEZ,Electrovanne 5/2
INT-03765,2024-12-23,MOT-005,Panne Hydraulique,22.50,Alexandre Petit,"Joint torique NBR 40x3, Relais temporisé"
INT-03766,2024-01-19,CVY-007,Panne Mécanique,36h15,N.Michel,"Relais temporisé, Filtre hydraulique HF35"
INT-03767,2024-09-09,MOT-008,Vibrations Anormales,1.75,Céline Lefebvre,Aucune
INT-03768,2024-10-21,CVY-009,Fuite,37.75,S.Bernard,"Electrovanne 5/2, Joint torique NBR 40x3"
INT-03769,2024-02-11,CNC-004,Panne Mécanique,13.0,Celine Lefebvre,"Huile ISO VG 68, Contacteur LC1D09"
INT-03770,2024-02-06,CVY-006,Vibrations Anormales,29.00,Alexandre Petit,Electrovanne 5/2
INT-03771,2024-07-28,MOT-005,Défaut Capteur,26.50,S.Bernard,Contacteur LC1D09
INT-03772,2024-01-18,CVY-007,Usure Normale,33.25,Nicolas Michel,Graisse lithium NLGI 2
INT-03773,2024-09-12,CVY-002,Fuite,18.25,Thomas Laurent,
INT-03774,2024-04-01,CNC-007,Panne Électrique,36.50,Nicolas Michel,"Joint torique NBR 40x3, Fusible 10A"
INT-03775,2024-03-11,PMP-003,Panne Pneumatique,23.50,Marie Simon,"Filtre hydraulique HF35, Câble 3G2.5"
INT-03776,2024-10-15,MOT-008,Usure Normale,42.75,Céline Lefebvre,Joint torique NBR 40x3
INT-03777,2024-09-07,CVY-008,Vibrations Anormales,47.75,Pierre Rodriguez,Huile ISO VG 68
INT-03778,2024-06-15,PMP-002,Def. Lubrification,20.0.50,Martin Dupont,Electrovanne 5/2
INT-03779,2024-01-26,CMP-010,Usure Normale,30.00,Sophie Bernard,Relais temporisé
INT-03780,2024-04-17,CVY-004,Panne Électrique,19.5,Sophie Bernard,"Câble 3G2.5, Graisse lithium NLGI 2"
INT-03781,16-12-2024,MOT-007,Panne Pneumatique,34.25,Sophie Bernard,Graisse lithium NLGI 2
INT-03782,2024-04-16,CVY-005,Panne Mécanique,40.2,Thomas Laurent,"Variateur ATV320, Electrovanne 5/2"
INT-03783,2024-12-08,CNC-009,Surchauffe,10.50,Marie Simon,Aucune
INT-03784,2024-12-23,MOT-003,Panne Mécanique,31:00,Céline Lefebvre,N/A
INT-03785,23.04.2024,PMP-003,Défaut Lubrification,13.50,Marie Simon,Graisse lithium NLGI 2
INT-03786,2024-12-21,CMP-001,Panne Hydraulique,44.75,Thomas Laurent,"Câble 3G2.5, Electrovanne 5/2, Graisse lithium NLGI 2"
INT-03787,2024-06-19,PMP-001,Usure Normale,12.50,I. Garcia,
INT-03788,2024-03-28,CMP-009,Panne Hydraulique,15.25,Marie Simon,Contacteur LC1D09
INT-03789,2024-03-30,PMP-008,Vibrations Anormales,15.25,Sophie Bernard,"Roulement SKF 6205, Relais temporisé"
INT-03790,2024-07-30,CNC-010,Fuite,43.25,Isabelle Garcia,Relais temporisé
INT-03791,2024-06-29,MOT-007,Usure Normale,26.75,Martin Dupont,"Variateur ATV320, Contacteur LC1D09"
INT-03792,05-09-2024,CVY-008,Panne Mécanique,13.50,Julie Moreau,Fusible 10A
INT-03793,2024-01-06,CVY-008,Usure normale,16.50,Alexandre Petit,Roulement SKF 6205
INT-03794,2024-01-06,PMP-002,Surchauffe,34.75,Martin Dupont,Courroie HTD 800-8M
INT-03795,2024-07-12,CVY-005,Panne Mécanique,23.50,Martin Dupont,-
INT-03796,2024-10-16,MOT-004,Def. Lubrification,31.00,Isabelle Garcia,"Disjoncteur C16, Variateur ATV320"
INT-03797,2024-08-09,CNC-005,Panne Pneumatique,4.25,Nicolas Michel,-
INT-03798,2024-08-10,CNC-007,Panne Mécanique,42.25,Isabelle Garcia,"Fusible 10A, Huile ISO VG 68, Contacteur LC1D09"
INT-03799,2024-09-27,CNC-010,Vibrations Anormales,21.75,Thomas Laurent,"Joint torique NBR 40x3, Contacteur LC1D09"
INT-03800,2024-04-10,MOT-010,Défaut Lubrification,35.25,Celine Lefebvre,"Electrovanne 5/2, Vérin pneumatique ISO 6432"
INT-03801,2024-01-19,CMP-004,Surchauffe,43.75,M. Dupont,Joint torique NBR 40x3
INT-03802,2024-11-07,CVY-010,Fuite,34.00,Martin Dupont,"Filtre hydraulique HF35, Graisse lithium NLGI 2, Huile ISO VG 68"
INT-03803,2024-07-21,MOT-002,Vibrations Anormales,34.75,Julie Moreau,"Joint torique NBR 40x3, Vérin pneumatique ISO 6432"
INT-03804,2024-10-22,CNC-005,Panne Hydraulique,13.25,Céline Lefebvre,Aucune
INT-03805,2024-05-05,CMP-004,Défaut Lubrification,21.75,Alexandre Petit,
INT-03806,2024-03-04,CMP-010,Vibrations Anormales,36.50,Sophie Bernard,Câble 3G2.5
INT-03807,2024-07-22,PMP-004,Panne Mécanique,3.25,Pierre Rodriguez,Filtre hydraulique HF35
INT-03808,2024-02-19,PMP-007,Fuite,23.75,Céline Lefebvre,"Capteur inductif M12, Graisse lithium NLGI 2"
INT-03809,2024-12-08,CNC-004,Défaut Lubrification,0.00,Sophie Bernard,Electrovanne 5/2
INT-03810,2024-02-21,CVY-009,Défaut Capteur,21.25,RODRIGUEZ,"Capteur inductif M12, Câble 3G2.5"
INT-03811,2024-12-01,CNC-008,Panne Mécanique,26.25,Nicolas Michel,Graisse lithium NLGI 2
INT-03812,2024-10-31,CNC-003,Panne Pneumatique,41.00,Céline Lefebvre,Fusible 10A
INT-03813,2024-04-22,PMP-005,Panne Mécanique,17.75,Pierre Rodriguez,Variateur ATV320
INT-03814,2024-07-12,CMP-003,Défaut Capteur,4.50,Isabelle Garcia,Joint torique NBR 40x3
INT-03815,2024-01-30,MOT-009,Vibrations Anormales,0.25,Marie Simon,"Disjoncteur C16, Roulement SKF 6205"
INT-03816,2024-02-03,CVY-002,,37.75,I. Garcia,Contacteur LC1D09
INT-03817,10.04.2024,MOT-005,Défaut Lubrification,5.50,Céline Lefebvre,Filtre hydraulique HF35 - Contacteur LC1D09
INT-03818,2024-12-18,CMP-004,Défaut Capteur,17.50,Marie Simon,"Electrovanne 5/2, Câble 3G2.5"
INT-03819,2024-11-15,CMP-004,Panne Électrique,13.50,Sophie Bernard,"Câble 3G2.5, Disjoncteur C16, Huile ISO VG 68"
INT-03820,2024-01-30,CVY-006,,42.50,Martin Dupont,"Filtre hydraulique HF35, Relais temporisé"
INT-03821,2024-11-08,MOT-003,Vibration Anormale,4.25,Céline Lefebvre,"Capteur inductif M12, Relais temporisé"
INT-03822,2024-12-21,MOT-010,Panne Mécanique,35.50,Alexandre Petit,N/A
INT-03823,2024-09-19,CNC-005,Fuite,1.25,Céline Lefebvre,"Câble 3G2.5, Filtre hydraulique HF35"
INT-03824,2024-09-15,MOT-007,Panne Électrique,0.00,Alexandre Petit,Contacteur LC1D09
INT-03825,2024-01-03,CMP-004,Surchauffe,29.75,M. Dupont,Roulement SKF 6205
INT-03826,2024-04-26,PMP-007,Défaut Lubrification,21.25,Marie Simon,"Huile ISO VG 68, Joint torique NBR 40x3, Courroie HTD 800-8M"
INT-03827,2024-11-24,CMP-004,Vibrations Anormales,6.50,Celine Lefebvre,N/A
INT-03828,2024-02-05,MOT-001,Défaut Lubrification,27 heures 0 min,Martin Dupont,"Huile ISO VG 68, Câble 3G2.5, Joint torique NBR 40x3"
INT-03829,2024-11-07,CVY-004,Usure Normale,35.50,Alexandre Petit,"Câble 3G2.5, Roulement SKF 6205"
INT-03830,2024-08-13,PMP-010,Panne Électrique,21.25,Thomas Laurent,Variateur ATV320
INT-03831,2024-11-25,MOT-008,Panne Pneumatique,31.25,Marie Simon,"Electrovanne 5/2, Courroie HTD 800-8M"
INT-03832,2024-04-17,PMP-002,Défaut Lubrification,29h30,Thomas Laurent,"Variateur ATV320, Joint torique NBR 40x3"
INT-03833,2024-10-14,CNC-001,Surchauffe,41.75,Sophie Bernard,Variateur ATV320
INT-03834,2024-07-31,CMP-006,Panne Mecanique,33.75,M. Dupont,Filtre hydraulique HF35
INT-03835,2024-01-09,CMP-003,Défaut Lubrification,46.5,Pierre Rodriguez,"Capteur inductif M12, Courroie HTD 800-8M, Electrovanne 5/2"
INT-03836,06-11-2024,PMP-001,Surchauffe,2.50,Thomas Laurent,Graisse lithium NLGI 2
INT-03837,2024-07-17,PMP-003,Défaut Lubrification,48 heures 30 min,Julie Moreau,Câble 3G2.5
INT-03838,2024-11-06,MOT-006,Vibrations Anormales,0.00,Nicolas Michel,Capteur inductif M12
INT-03839,2024-07-21,PMP-004,panne pneumatique,4.25,RODRIGUEZ,"Relais temporisé, Graisse lithium NLGI 2"
INT-03840,2024-07-27,PMP-002,Usure Normale,24.00,Julie Moreau,Huile ISO VG 68
INT-03841,2024-04-25,CVY-005,Défaut Capteur,2.50,Sophie Bernard,Vérin pneumatique ISO 6432
INT-03842,2024-10-03,MOT-008,Surchauffe,3.75,Céline Lefebvre,Câble 3G2.5
INT-03843,2024-03-16,CVY-010,Défaut Lubrification,35.75,Julie Moreau,Contacteur LC1D09
INT-03844,2024-05-27,MOT-001,Défaut Capteur,42.50,Alexandre Petit,Fusible 10A
INT-03845,2024-09-16,MOT-003,Usure Normale,37 heures 45 min,Nicolas Michel,Graisse lithium NLGI 2
INT-03846,2024-09-12,PMP-003,Panne Mécanique,29.50,Alexandre Petit,Relais temporisé
INT-03847,2024-09-19,CNC-010,Panne Hydraulique,28.50,Isabelle Garcia,Relais temporisé
INT-03848,2024-10-20,MOT-001,Défaut Capteur,41.25,Isabelle Garcia,"Huile ISO VG 68, Courroie HTD 800-8M"
INT-03849,2024-06-15,CNC-003,Panne Mécanique,28.25,Sophie Bernard,"Courroie HTD 800-8M, Graisse lithium NLGI 2"
INT-03850,2024-02-20,MOT-003,Vibrations Anormales,46.75,Nicolas Michel,Filtre hydraulique HF35
INT-03851,2024-05-02,CMP-010,Panne Mécanique,25.00,Céline Lefebvre,"Vérin pneumatique ISO 6432, Graisse lithium NLGI 2, Courroie HTD 800-8M"
INT-03852,2024-03-20,CMP-007,Surchauffe,0.25,Marie Simon,Joint torique NBR 40x3
INT-03853,2024-01-29,CVY-004,Panne Pneumatique,15.00,Isabelle Garcia,Courroie HTD 800-8M
INT-03854,2024-07-18,MOT-004,Panne Électrique,9.75,Martin Dupont,Relais temporisé
INT-03855,2024-11-22,PMP-010,Panne Mécanique,19.50,Martin Dupont,Graisse lithium NLGI 2
INT-03856,2024-09-30,CMP-001,,22.00,Julie Moreau,Filtre hydraulique HF35
INT-03857,2024-06-13,MOT-004,Usure Normale,20.00,Pierre Rodriguez,"Graisse lithium NLGI 2, Joint torique NBR 40x3, Contacteur LC1D09"
INT-03858,2024-02-22,CNC-007,Surchauffe,41.75,Thomas Laurent,"Fusible 10A, Huile ISO VG 68"
INT-03859,2024-01-04,MOT-007,Fuite,41.25,RODRIGUEZ,"Disjoncteur C16, Roulement SKF 6205"
INT-03860,2024-12-23,CNC-002,Défaut Capteur,28 heures 0 min,Martin Dupont,Contacteur LC1D09; Disjoncteur C16
INT-03861,2024-03-11,CMP-005,Vibrations Anormales,25.00,Céline Lefebvre,Aucune
INT-03862,2024-01-07,CVY-001,Panne Mécanique,44.00,julie moreau,Relais temporisé
INT-03863,20.09.2024,CNC-010,Défaut Lubrification,10:45,Julie Moreau,Huile ISO VG 68
INT-03864,2024-01-19,PMP-006,Fuite,27.50,Alexandre Petit,Fusible 10A
INT-03865,2024-12-28,MOT-002,Défaut Lubrification,38.00,Alexandre Petit,Electrovanne 5/2
INT-03866,2024-03-16,CNC-008,Panne Hydraulique,17.75,Sophie Bernard,Câble 3G2.5
INT-03867,2024-05-18,CMP-010,Panne Hydraulique,40.25,Marie Simon,"Relais temporisé, Câble 3G2.5"
INT-03868,2024-02-14,CMP-004,Vibrations Anormales,30.75,Céline Lefebvre,"Joint torique NBR 40x3, Courroie HTD 800-8M"
INT-03869,2024-05-05,CMP-001,Vibrations Anormales,6.50,Isabelle Garcia,"Roulement SKF 6205, Disjoncteur C16"
INT-03870,13/08/2024,CVY-003,Défaut Lubrification,32.00,Julie Moreau,"Roulement SKF 6205, Graisse lithium NLGI 2"
INT-03871,2024-09-13,PMP-006,Panne Mécanique,42.75,Thomas Laurent,"Filtre hydraulique HF35, Roulement SKF 6205"
INT-03872,2024-02-25,MOT-004,surchauffe,45.75,Julie Moreau,Disjoncteur C16
INT-03873,2024-04-13,CVY-005,Défaut Capteur,9.50,Nicolas Michel,"Filtre hydraulique HF35, Roulement SKF 6205"
INT-03874,2024-03-28,CNC-010,Défaut capteur,11.50,Julie Moreau,"Roulement SKF 6205, Graisse lithium NLGI 2, Câble 3G2.5"
INT-03875,2024-04-12,CNC-006,Panne Electrique,33.50,Alexandre Petit,"Relais temporisé, Câble 3G2.5"
INT-03876,2024-11-01,CNC-009,,25.00,Julie Moreau,Electrovanne 5/2
INT-03877,2024-07-09,PMP-010,Surchauffe,4.25,Marie Simon,"Filtre hydraulique HF35, Fusible 10A"
INT-03878,2024-06-06,PMP-005,Fuites,1.25,Marie SIMON,Fusible 10A
INT-03879,2024-10-14,PMP-010,Panne Électrique,20.00,Céline Lefebvre,Contacteur LC1D09
INT-03880,2024-09-10,CVY-006,Défaut Capteur,46.25,I. Garcia,Aucune
INT-03881,2024-06-07,CNC-003,Panne Mécanique,32.50,Sophie Bernard,Câble 3G2.5 | Graisse lithium NLGI 2
INT-03882,13.11.2024,CVY-002,Défaut Capteur,16.0.75,Pierre Rodriguez,Câble 3G2.5
INT-03883,2024-05-02,MOT-010,Usure Normale,25:45,Alexandre Petit,Disjoncteur C16
INT-03884,2024-08-29,CNC-006,Panne Pneumatique,18.75,Nicolas Michel,"Disjoncteur C16, Courroie HTD 800-8M"
INT-03885,2024-05-18,CVY-006,Défaut Capteur,45.50,A. PETIT,Courroie HTD 800-8M / Contacteur LC1D09
INT-03886,2024-01-28,CVY-006,Défaut capteur,13.00,Céline Lefebvre,Capteur inductif M12
INT-03887,2024-10-14,CNC-006,Panne Électrique,16.00,Thomas Laurent,Relais temporisé
INT-03888,2024-06-30,CMP-009,Défaut Capteur,37.50,Marie Simon,Câble 3G2.5
INT-03889,2024-03-02,MOT-005,Fuite,10 heures 0 min,Martin Dupont,"Capteur inductif M12, Roulement SKF 6205"
INT-03890,2024-06-13,MOT-007,Vibrations Anormales,15.75,Nicolas Michel,"Contacteur LC1D09, Electrovanne 5/2"
INT-03891,2024-06-21,MOT-005,Panne Électrique,21.00,Pierre Rodriguez,Courroie HTD 800-8M
INT-03892,2024-08-13,CMP-009,Défaut Lubrification,27.50,Isabelle Garcia,"Courroie HTD 800-8M, Vérin pneumatique ISO 6432"
INT-03893,2024-09-30,CNC-009,Panne Pneumatique,0.75,Pierre Rodriguez,
INT-03894,2024-10-09,CVY-010,Fuite,27.25,Julie Moreau,Joint torique NBR 40x3
INT-03895,2024-07-06,CNC-006,Panne Electrique,39.00,Nicolas Michel,Câble 3G2.5
INT-03896,2024-07-28,CVY-003,Vibrations Anormales,38.00,A. PETIT,"Relais temporisé, Contacteur LC1D09"
INT-03897,2024-09-07,CMP-007,Panne Électrique,5.75,Pierre Rodriguez,Electrovanne 5/2 - Relais temporisé
INT-03898,2024-12-14,CVY-005,Vibration Anormale,25.25,Isabelle Garcia,"Disjoncteur C16, Graisse lithium NLGI 2"
INT-03899,2024-12-16,MOT-010,Vibrations Anormales,28.00,Pierre Rodriguez,Variateur ATV320
INT-03900,2024-02-12,CNC-004,Surchauffe,35.00,Thomas Laurent,Graisse lithium NLGI 2
INT-03901,2024-05-28,CMP-004,Panne Mécanique,44.25,Céline Lefebvre,Graisse lithium NLGI 2
INT-03902,2024-02-25,CVY-008,Surchauffe,2.00,Céline Lefebvre,Huile ISO VG 68
INT-03903,2024-01-22,MOT-002,Défaut Capteur,26.00,N.Michel,Joint torique NBR 40x3
INT-03904,2024-06-22,CMP-006,Fuite,17.25,Marie Simon,Graisse lithium NLGI 2
INT-03905,2024-02-06,MOT-007,Panne Mécanique,17.75,Marie Simon,"Vérin pneumatique ISO 6432, Roulement SKF 6205"
INT-03906,2024-05-02,CNC-002,Panne Électrique,27.00,Céline Lefebvre,
INT-03907,2024-12-11,PMP-008,Vibrations Anormales,8.50,julie moreau,-
INT-03908,2024-01-20,CVY-001,Panne Électrique,9.00,Pierre Rodriguez,Relais temporisé
INT-03909,03-07-2024,CNC-001,Panne Mécanique,16.50,RODRIGUEZ,"Joint torique NBR 40x3, Contacteur LC1D09"
INT-03910,2024-10-01,PMP-006,Panne Mécanique,11.00,Marie Simon,"Joint torique NBR 40x3, Courroie HTD 800-8M"
INT-03911,2024-12-20,PMP-001,Défaut Capteur,7.25,Alexandre Petit,Câble 3G2.5
INT-03912,2024-11-04,MOT-003,Panne Hydraulique,28.25,Julie Moreau,"Graisse lithium NLGI 2, Capteur inductif M12"
INT-03913,2024-11-02,CMP-001,Panne Pneumatique,6.50,Julie Moreau,"Joint torique NBR 40x3, Capteur inductif M12"
INT-03914,2024-02-02,MOT-004,Panne Mécanique,34.25,S.Bernard,
INT-03915,2024-04-22,MOT-008,Panne Mécanique,3.25,Marie Simon,Joint torique NBR 40x3
INT-03916,2024-01-07,MOT-002,Usure Normale,6.75,Marie SIMON,Roulement SKF 6205
INT-03917,17-04-2024,CMP-008,Fuite,19h45,Thomas Laurent,
INT-03918,2024-12-22,CNC-005,Vibrations Anormales,19.50,Alexandre Petit,"Roulement SKF 6205, Filtre hydraulique HF35"
INT-03919,2024-06-23,CVY-009,Panne Pneumatique,29.00,N.Michel,"Contacteur LC1D09, Variateur ATV320"
INT-03920,2024-04-17,CVY-009,Défaut Lubrification,46.50,A. PETIT,Joint torique NBR 40x3
INT-03921,2024-12-01,CMP-005,Surchauffe,24 heures 30 min,Julie Moreau,Câble 3G2.5
INT-03922,2024-12-31,CNC-005,Fuite,22h00,S.Bernard,Courroie HTD 800-8M
INT-03923,2024-08-12,CMP-002,Panne Hydraulique,9.00,Julie Moreau,"Joint torique NBR 40x3, Roulement SKF 6205, Graisse lithium NLGI 2"
INT-03924,2024-10-28,CMP-008,Panne Mécanique,0.25,Nicolas Michel,"Roulement SKF 6205, Graisse lithium NLGI 2"
INT-03925,2024-02-23,CNC-009,Vibrations Anormales,41.5,Pierre Rodriguez,"Courroie HTD 800-8M, Electrovanne 5/2, Huile ISO VG 68"
INT-03926,2024-03-04,PMP-007,Surchauffe,21.50,Alexandre Petit,Aucune
INT-03927,2024-07-12,MOT-008,Panne Pneumatique,43.50,Marie Simon,Câble 3G2.5
INT-03928,2024-05-03,PMP-008,Défaut Capteur,31.50,Julie Moreau,-
INT-03929,2024-03-16,CVY-003,Def. Lubrification,13.25,Sophie Bernard,"Roulement SKF 6205, Filtre hydraulique HF35"
INT-03930,2024-09-05,MOT-001,Usure Normale,20.50,Nicolas Michel,"Vérin pneumatique ISO 6432, Filtre hydraulique HF35"
INT-03931,2024-06-22,CVY-010,Panne Électrique,2.00,Martin Dupont,"Variateur ATV320, Graisse lithium NLGI 2"
INT-03932,2024-11-20,PMP-009,Défaut Capteur,28.25,Marie SIMON,"Courroie HTD 800-8M, Huile ISO VG 68"
INT-03933,2024-11-05,CMP-009,Usure Normale,28.50,Thomas Laurent,Joint torique NBR 40x3
INT-03934,2024-05-12,CNC-009,Fuite,18.25,Céline Lefebvre,Relais temporisé
INT-03935,2024-03-17,CNC-009,Panne Electrique,15.00,Sophie Bernard,Courroie HTD 800-8M | Câble 3G2.5
INT-03936,2024-03-30,MOT-005,Défaut Lubrification,15.00,Marie Simon,Contacteur LC1D09; Roulement SKF 6205
INT-03937,2024-11-24,CMP-009,Panne Hydraulique,32.50,Martin Dupont,Capteur inductif M12
INT-03938,2024-09-19,CNC-002,panne pneumatique,21.25,Julie Moreau,Huile ISO VG 68
INT-03939,2024-11-23,MOT-008,Panne Pneumatique,23.00,Pierre Rodriguez,"Joint torique NBR 40x3, Filtre hydraulique HF35"
INT-03940,2024-06-01,MOT-003,Panne Mécanique,17.0.75,I. Garcia,Courroie HTD 800-8M
INT-03941,2024-02-04,CNC-008,Défaut Capteur,38.75,Celine Lefebvre,"Relais temporisé, Joint torique NBR 40x3"
INT-03942,2024-07-17,MOT-006,Panne Pneumatique,23.75,Alexandre Petit,Relais temporisé
INT-03943,2024-05-26,CNC-003,surchauffe,12.75,Marie SIMON,"Contacteur LC1D09, Fusible 10A, Filtre hydraulique HF35"
